title,author,rating,description,genre,genres,cover_id,first_publish_year,edition_count
The Waves,Virginia Woolf,4.0,"Tracing the lives of a group of friends, this novel follows their development from childhood to middle age. Social events, individual achievements and disappointments form the outer structure of the book, but the focus is the inner life of the characters which is conveyed in rich poetic language.","Fiction, psychological","['Fiction, psychological', 'Friendship, fiction', 'Identity (Psychology)', 'Friendship', 'Fiction', 'Facsimiles', 'Manuscripts', 'Translations', 'English Manuscripts', 'Literature', 'Emotional maturity', 'Self-actualization (Psychology)', 'English fiction', 'English literature', 'Identity (psychology)--fiction', 'Friendship--fiction', '823/.912', 'Classic Literature']",119517.0,1931,255
The Secret Garden,Frances Hodgson Burnett,4.0,A ten-year-old orphan comes to live in a lonely house on the Yorkshire moors where she discovers an invalid cousin and the mysteries of a locked garden.,"Fiction, general","['Fiction, general', 'Friendship, fiction', ""Children's fiction"", 'Gardens, fiction', 'England, fiction', 'American literature', 'Orphans, fiction', 'English language', 'Orphans', 'Juvenile fiction', 'Gardens', 'Fiction', 'Fantasy fiction', 'American fiction', 'Stories', 'Huérfanos', 'Ficción juvenil', 'Jardines', 'Impedidos', 'Friendship', 'Sick children', 'History', 'Families', 'Pictorial works', 'Familles', 'Amitié', 'Jardins', 'Ouvrages illustrés', 'Great Britain', 'Personnes handicapées', 'Girls, fiction', 'Children', 'Enfants', 'Romans, nouvelles', 'Orphelins', 'Physically handicapped', 'England', 'Literature', 'Dictionaries', 'Chinese', 'Selbsterziehung', 'Freundschaft', 'Garten', 'Waisenkind', 'Korean', 'Spanish', 'French', 'Therapeutic use', 'Gardening', 'Cousins', 'reading', 'strategies', 'classic', 'Juvenile literature', ""Children's stories"", 'Readers', 'Grandparents, fiction', 'Grandfathers', 'Love, fiction', 'Classic Literature', 'Loneliness']",12622062.0,1911,925
King Solomon's Mines,H. Rider Haggard,4.0,"Promoted as “the most amazing book ever written,” King Solomon’s Mines enjoyed lavish success. As far as adventure stories go, this classic tale of English travelers who discover a lost African kingdom rivals Treasure Island.",Fiction,"['Fiction', 'Treasure troves', 'Hunting guides', 'Missing persons', 'Ficción', 'Buried treasure', 'English language', 'Adventure stories', 'Personas desaparecidas', 'Tesoros ocultos', 'Literature', 'Classic Literature', 'Roman anglais', ""Children's fiction"", 'Africa, fiction', 'Adventure fiction', 'Lost World', 'Romans, nouvelles', 'Treasure-troves']",6861197.0,1885,110
"Villette, a novel",Charlotte Brontë,4.0,"**In time for the 200th anniversary of her birth, a Penguin Hardcover Classics edition of the book many believe to be Charlotte Brontë's crowning achievement.**

With neither friends nor family, Lucy Snowe sets sail from England to find employment in a girls' boarding school in the small town of Villette. There she struggles to retain her self-possession in the face of unruly pupils, an initially suspicious headmaster, and her own complex feelings, first for the school's English doctor and then for the dictatorial professor Paul Emmanuel. Drawing on her own deeply unhappy experiences as a governess in Brussels, Charlotte Brontë's last and most autobiographical novel is a powerfully moving study of isolation and the pain of unrequited love. 

For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",Fiction,"['Fiction', 'Women teachers', 'Separation (Psychology)', 'British', 'Belgium, fiction', 'Teachers, fiction', 'Fiction, psychological', 'Psychological fiction', 'Classic Literature', 'Literature', 'Man-woman relationships', 'Romance fiction', 'Autobiographical fiction', 'Romans', 'English literature', 'Enseignantes', 'Anglais', 'Femmes', 'English fiction', 'Drama', 'Fiction, women', 'British--belgium--fiction', 'Separation (psychology)--fiction', 'Women teachers--fiction', '823/.8', 'Literary criticism', 'American', 'Teachers']",5737854.0,1853,518
Treasure Island,Robert Louis Stevenson,4.0,"Traditionally considered a coming-of-age story, Treasure Island is an adventure tale known for its atmosphere, characters and action, and also as a wry commentary on the ambiguity of morality — as seen in Long John Silver — unusual for children's literature then and now. It is one of the most frequently dramatized of all novels. The influence of Treasure Island on popular perceptions of pirates is enormous, including treasure maps marked with an ""X"", schooners, the Black Spot, tropical islands, and one-legged seamen carrying parrots on their shoulders",Fiction,"['Fiction', 'Treasure-trove', 'Pirates', 'Treasure troves', ""Children's fiction"", 'Pirates, fiction', 'Literature', 'Buried treasure', 'Juvenile fiction', 'Adventure stories', 'History', 'Classic Literature', 'Juvenile literature', 'Boys', 'Treasure maps', 'Sea stories', 'Piratas', 'Tesoros ocultos', 'Ficción', 'Treasuretrove', 'Adventure fiction', 'England, fiction', 'New Words', 'Remedial teaching', 'Reading interests', 'Reading', 'Reading (Secondary)', 'Report writing', 'English language', 'Readers', 'Fantasy', 'AR 8.0.', 'Adaptations', 'Graphic novels', 'Teenage boys', 'Kidnapping', 'Disinheritance', 'Shipwrecks', 'Dictionaries', 'Spanish', 'French', 'German', 'Classic Novel', 'buccaneers', 'buried gold', 'joy', 'fear', 'suspense', 'Classics', 'Roman écossais', 'Reading comprehension', 'Problems, exercises', 'English fiction', 'Novela', 'Novela inglesa', 'Ficción juvenil', 'Spanish language', 'Literary Criticism', 'Nonfiction', 'Thriller', 'Novela juvenil', 'Aventuras', 'Trésors', 'Romans, nouvelles', 'Recherche', 'Tesoros enterrado', 'Buried treasure--Fiction', 'Pirates--Fiction', 'Ocean travel', 'Mutiny', 'Male authors', 'Scottish authors', 'Specimens', 'Language readers', 'Historical fiction', 'English Literature', 'English', ""Children's literature"", 'Treasure', 'Littérature anglaise', 'Treasure hunts', 'Angol irodalom', 'Regény']",13859660.0,1880,1984
Hard Times,Charles Dickens,4.0,"Dickens scathing portrait of Victorian industrial society and its misapplied utilitarian philosophy, Hard Times features schoolmaster Thomas Gradgrind, one of his most richly dimensional, memorable characters. Filled with the details and wonders of small-town life, it is also a daring novel of ideas and ultimately, a celebration of love, hope, and limitless possibilities of the imagination.",Fiction,"['Fiction', 'Social problems', 'Utilitarianism', 'Education', 'Social conditions', 'Married people', 'Industrial revolution', 'Problèmes sociaux', 'Conditions sociales', 'Romans, nouvelles', 'Aufsatzsammlung', 'Fiction, political', 'England, fiction', 'Education, fiction', ""Children's fiction"", 'Fiction, general', 'Utilitatianism', 'English literature', 'Domestic fiction', 'Political fiction', 'Social sciences', 'Psychology', 'Révolution industrielle', 'Social problems--fiction', '823/.8', 'Adaptations', 'English language', 'Work environment', 'History', 'Poverty', 'Imagination']",8236916.0,1854,1030
White Fang,Jack London,4.0,"The story of a wolf/dog cross, who is raised by Indians, and becomes a deadly fighter.",Gold discoveries,"['Gold discoveries', 'Wolfdogs', 'Classic Literature', 'Juvenile fiction', 'Fiction', 'Historical Fiction', 'Wolves', 'Human-animal relationships', 'Juvenile Literature', 'Dogs', 'Thriller', 'Accelerated Reader', 'Mensch', 'Survival', ""Children's fiction"", 'Wolves, fiction', 'Dogs, fiction', 'Canada, fiction', 'Loups', 'Chiens', 'Pôle Nord', 'Romans', 'Adventure stories', 'Nature, fiction', 'History', 'Alaska, fiction', 'Yukon, fiction', 'California, fiction']",8236920.0,1905,367
The Enchanted Castle,Edith Nesbit,4.0,"E. Nesbit's classic story of how Gerald, Cathy and Jimmy find an enchanted garden and awake a princess from a hundred-year sleep, only to have her immediately made invisible by a magic ring. Her rescue is difficult, funny and sometimes frightening.",Fiction,"['Fiction', 'Fantasy', 'Magic', 'Rings', 'Friendship', 'History', 'England', 'Wishes', 'Juvenile fiction', ""Children's fiction"", 'Fantasy fiction', 'Castles', ""Children's stories"", 'Castles, fiction', 'Magic, fiction', 'Friendship, fiction', 'Children', 'England, fiction', 'Fiction, general']",6644514.0,1907,477
The Jungle,Upton Sinclair,4.0,"Upton Sinclair's dramatic and deeply moving story exposed the brutal conditions in the Chicago stockyards at the turn of the nineteenth century and brought into sharp moral focus the appalling odds against which immigrants and other working people struggled for their share of the American dream. Denounced by the conservative press as an un-American libel on the meatpacking industry, the book was championed by more progressive thinkers, including then President Theodore Roosevelt, and was a major catalyst to the passing of the Pure Food and Meat Inspection act, which has tremendous impact to this day.",Sociology,"['Sociology', 'Lithuanian Americans', 'Fiction', 'Historical Fiction', 'Packing-houses', 'Stockyards', 'Corrupt practices', 'Classic Literature', 'Working class', 'Political corruption', 'Beef industry', 'Immigrants', 'Meat industry', 'Capitalism', 'Trade unions', 'History', 'Factories', 'Spanish language', 'Nonfiction', 'Social conditions', 'Politics', 'Illinois, fiction', 'Fiction, political', 'Fiction, general', 'Lithuania, fiction', 'Literature', 'German', 'Dictionaries', 'English language', 'French', 'General', 'Chinese', 'Korean', 'Spanish', 'Political fiction', 'Labor supply', 'Social problems', 'Lithuanians', 'American literature', 'Romans, nouvelles', 'Travailleurs', ""Children's fiction"", 'Graphic novels', '741.5/943', 'Usines', 'Synapses', 'Neurons', 'Physiology', 'Brain']",8231790.0,1905,358
Orlando,Virginia Woolf,4.0,"In her most exuberant, most fanciful novel, Woolf has created a character liberated from the restraints of time and sex. Born in the Elizabethan Age to wealth and position, Orlando is a young nobleman at the beginning of the story-and a modern woman three centuries later.",Fiction,"['Fiction', 'Transsexuals', 'Textual Criticism', 'Literature', 'Mujeres', 'Hombres', 'Men', 'Facsimiles', 'Historia', 'English Manuscripts', 'Manuscripts', 'Women', 'Sackville-West', 'Nobility', 'History', 'England', 'Sex role', 'Ficción', 'Gender identity', 'Feminist literature', 'England, fiction', 'LGBTQ fiction', 'LGBTQ novels', 'Fiction, general', 'English literature', 'General Fiction', 'Roles sexuales', 'Romans, nouvelles']",3240273.0,1928,316
Dubliners,James Joyce,4.0,"James Joyce's disillusion with the publication of Dubliners in 1914 was the result of ten years battling with publishers, resisting their demands to remove swear words, real place names and much else, including two entire stories. Although only 24 when he signed his first publishing contract for the book, Joyce already knew its worth: to alter it in any way would 'retard the course of civilisation in Ireland'. Joyce's aim was to tell the truth -- to create a work of art that would reflect life in Ireland at the turn of the last century. By rejecting euphemism, he would reveal to the Irish the unromantic reality, the recognition of which would lead to the spiritual liberation of the country. Each of the fifteen stories offers a glimpse of the lives of ordinary Dubliners -- a death, an encounter, an opportunity not taken, a memory rekindled -- and collectively they paint a portrait of a nation. - Back cover.

Dubliners is a collection of vignettes of Dublin life at the end of the 19th Century written, by Joyce’s own admission, in a manner that captures some of the unhappiest moments of life. Some of the dominant themes include lost innocence, missed opportunities and an inability to escape one’s circumstances.

Joyce’s intention in writing Dubliners, in his own words, was to write a chapter of the moral history of his country, and he chose Dublin for the scene because that city seemed to him to be the centre of paralysis. He tried to present the stories under four different aspects: childhood, adolescence, maturity and public life.
‘The Sisters’, ‘An Encounter’ and ‘Araby’ are stories from childhood. ‘Eveline’, ‘After the Race’, ‘Two Gallants’ and ‘The Boarding House’ are stories from adolescence. ‘A Little Cloud’, ‘Counterparts’, ‘Clay’ and ‘A Painful Case’ are all stories concerned with mature life. Stories from public life are ‘Ivy Day in the Committee Room’ and ‘A Mother and Grace’. ‘The Dead’ is the last story in the collection and probably Joyce’s greatest. It stands alone and, as the title would indicate, is concerned with death.

----------
Contains

[Sisters](https://openlibrary.org/works/OL15073389W/The_Sisters)
[Encounter](https://openlibrary.org/works/OL15073256W)
[Araby](https://openlibrary.org/works/OL20570121W)
[Eveline](https://openlibrary.org/works/OL15073302W)
[After the Race](https://openlibrary.org/works/OL18179262W)
[Two Gallants](https://openlibrary.org/works/OL20570300W)
[Boarding House](https://openlibrary.org/works/OL15073259W/The_Boarding_House)
[Little Cloud](https://openlibrary.org/works/OL18179222W)
[Counterparts](https://openlibrary.org/works/OL20570464W)
[Clay](https://openlibrary.org/works/OL18179205W)
[A Painful Case](https://openlibrary.org/works/OL5213767W)
[Ivy Day In the Committee Room](https://openlibrary.org/works/OL20571820W)
[Mother](https://openlibrary.org/works/OL18179244W)
[Grace](https://openlibrary.org/works/OL15073323W)
[Dead](https://openlibrary.org/works/OL15073437W/The_Dead)

----------
Also contained in:

 - [Dubliners / Portrait of the Artist as a Young Man](https://openlibrary.org/works/OL15073371W/Dubliners_Portrait_of_the_Artist_as_a_Young_Man)
 - [Essential James Joyce](https://openlibrary.org/works/OL86338W/The_Essential_James_Joyce)
 - [Portable James Joyce](https://openlibrary.org/works/OL86334W/The_Portable_James_Joyce)",Daily Express,"['Daily Express', 'West Briton', 'Three Graces', 'alcoholism', 'confessionals', 'Jesuits', 'fiction', 'concerts', 'piano', 'Irish nationalism', 'Conservative Party', 'Pottery', 'Art pottery', 'Modern Art', 'Halloween', 'short story', 'Protestantism', 'Masturbation', 'corporal punishment', 'clergy', 'Catholic priests', 'fiction classics', 'classics', 'literary fiction', 'literary criticism', 'Facsimiles', 'Proofs (Printing)', 'Family reunions', 'Textual Criticism', 'In literature', 'Manuscripts', 'Young men', 'Artists', 'English fiction', 'English Manuscripts', 'Irish authors', 'Short Stories', 'Classic Literature', 'Literature', 'open_syllabus_project', 'Domestic fiction', 'Domestic fiction.sh', 'English literature', 'Anglais (langue)', 'Kommentar', 'Dublin (Ireland)--Fiction', 'Ireland, fiction', 'Irish Novelists', 'Biography', 'Romanciers irlandais', 'Biographies', 'Romans, nouvelles', 'General', 'Readers', '823/.912', ""Artists' books"", 'Vie urbaine', 'Library', 'Personal copy', 'Cuentos ingleses']",8216412.0,1914,684
Jane Eyre,Charlotte Brontë,4.0,"The novel is set somewhere in the north of England. Jane's childhood at Gateshead Hall, where she is emotionally and physically abused by her aunt and cousins; her education at Lowood School, where she acquires friends and role models but also suffers privations and oppression; her time as the governess of Thornfield Hall, where she falls in love with her Byronic employer, Edward Rochester; her time with the Rivers family, during which her earnest but cold clergyman cousin, St John Rivers, proposes to her. Will she or will she not marry him?",Fiction,"['Fiction', 'Romance', 'Historical""', 'Married men', 'fiction""', 'Orphans, fiction', 'Gothic fiction', 'Literature', 'Governesses, fiction', 'Detente', 'Classic Literature', 'Juvenile fiction', 'Landowners', 'Americans', 'English fiction', 'Love stories', 'Sources', 'History', 'Bildungsromans', 'Teddy bears', ""Children's stories"", 'Study guides', 'Examinations', 'Social classes', 'Adaptations', 'Families', 'English literature', 'England, fiction', 'Frau', ""Children's fiction"", 'Love, fiction', 'Fiction, psychological', 'Readers', 'Secrecy', 'Japanese fiction', 'Gouvernantes', 'Romans, nouvelles', 'Governesses--england--fiction', '823.8', '823/.8', 'Fiction, sagas', 'Governesses', 'Charity-schools', 'Married people', 'Country homes', 'Young women', 'Orphans', 'Man-woman relationships']",8235363.0,1847,787
Ethan Frome,Edith Wharton,4.0,"*Edith Wharton wrote Ethan Frome as a frame story — meaning that the prologue and epilogue constitute a ""frame"" around the main story*

**How It All Goes Down**
It's winter. A nameless engineer is in Starkfield, Massachusetts on business and he first sees Ethan Frome at the post office. Ethan is a man in his early fifties who is obviously strong, and obviously crippled. The man becomes fascinated with Ethan and wants to know his story. When Ethan begins giving him occasional rides to the train station, the two men strike up a friendship. One night when the weather is particularly bad, Ethan invites the man to stay at his house. In the hall the man hears a woman talking angrily, on and on. When Ethan speaks, the voice stops. The man tells us that he learned something that night which allowed him to imagine Ethan's story. Now we go back in time 24 years and learn about Ethan's life.

Ethan has walked from his farm and sawmill into town to pick up Mattie Silver from the church dance. He peeks in the windows of the church basement and sees Mattie dancing with Denis Eady and is jealous. Mattie is Ethan's wife's cousin. Her parents both died just over a year ago, and she was left with nothing. Her father had apparently swindled some of the relatives out of their savings, so nobody wanted to help Mattie. Zeena, Ethan's wife, is always sick, and decided to let Mattie live with them in exchange for doing the housework and helping the ailing Zeena.

Ethan liked Mattie from the beginning and worried that Zeena was too hard on her. The two women soon adjusted to each other (sort of) and things weren't as bad as they could have been. Meanwhile, Ethan has fallen in love with Mattie and wants to spend all his time with her.

Mattie soon comes out of the dance, and Ethan watches while Denis Eady tries to give her a ride home. She brushes him off and then Ethan reveals his presence. Ethan and Mattie are happy to see each other. They discuss possibly doing some sledding in the future. Neither is afraid to sled down the hill – at the bottom of which lies the deadly elm tree. The walk home is altogether lovely and romantic, but when they arrive, the house key isn't under the mat like it usually is.

Soon, Zeena, looking ill and scary, comes downstairs and lets them in. She's usually in bed by this hour but she couldn't sleep. She is obviously suspicious of their behavior. The next day she announces that she will be gone overnight visiting a new doctor. Mattie and Ethan make good use of her absence and enjoy a romantic dinner for two. Unfortunately, the cat breaks Zeena's favorite dish and Ethan isn't able to locate any glue until after Zeena gets back. The first thing Zeena does when she gets home is to tell Ethan that she's kicking out Mattie. He protests, but fighting is useless. Then Zeena finds the broken pickle dish and is super upset (it had been a wedding gift).

Ethan decides he'll run away with Mattie, but then a combination of lack of cash and guilt stop him. Still, he insists on driving Mattie to the train station. He takes her on the long route, so they can look at different places they enjoyed together. By the time they get to the town sledding hill, it's already dark. As they are contemplating sledding, and pondering the hopelessness of their situation, Mattie suggests that they sled into the elm tree and kill themselves. Ethan agrees and they smash into the tree. But they survive.

Then the story goes back to the present and we find the engineer right where we left him, about to enter the Frome kitchen. When he does enter he learns that the woman who was talking on and on in an argumentative tone is…Mattie! She has spinal disease and can't move without assistance. Zeena is there too, cooking. They all three live together, an unhappy family in the Frome house.


----------
Also contained in: 

 - [Age of Innocence / The House of Mirth / Ethan Frome](https://openlibrary.org/works/OL20577050W)
 - [Edith Wharton Reader](https://openlibrary.org/works/OL98540W/The_Edith_Wharton_reader)
 - [Ethan Frome and Other Stories](https://openlibrary.org/works/OL15000117W/Ethan_Frome_and_other_stories)
 - [Ethan Frome and Related Readings][1]
 - [Ethan Frome and Selected Stories](https://openlibrary.org/works/OL15000119W/Ethan_Frome_and_Selected_Stories)
 - [Edith Wharton Omnibus](https://openlibrary.org/works/OL98499W/The_Edith_Wharton_Omnibus)
 - [Ethan Frome with Connections](https://openlibrary.org/works/OL15000126W/Ethan_Frome_with_Connections)
 - [The Hermit and the Wild Woman and other stories / Ethan Frome](https://openlibrary.org/works/OL13131348W/Ethan_Frome_The_Hermit_and_the_Wild_Woman_and_other_stories)
 - [Novellas and Other Writings](https://openlibrary.org/works/OL15000211W/Novellas_and_other_writings)
 - [Three Classics by American Women][2]
 - [Three Novels](https://openlibrary.org/works/OL15000264W/Three_Novels)
 - [Works of Edith Wharton](https://openlibrary.org/works/OL98524W/Works_of_Edith_Wharton)

  [1]: https://openlibrary.org/works/OL16061406W/Ethan_Frome_and_Related_Readings
  [2]: https://openlibrary.org/works/OL15514881W/Three_Classics_by_American_Women_(The_Awakening_Ethan_Frome_O_Pioneers!",Accident victims,"['Accident victims', 'American literature', ""Children's fiction"", 'Classic Literature', 'domestic fiction', 'English fiction', 'Family life', 'Farm life', 'Fiction', 'Interpersonal relations', 'Love', 'Marriage', 'Married people', 'poor', 'Poverty', 'Readers', 'Romance', 'Rural poor', 'Young women', 'Massachusetts, fiction', 'Unrequited love', 'Fiction, general', 'Romans, nouvelles', ""Victimes d'accidents"", 'Couples mariés', 'Exhibitions', 'Chinese language', 'Writing', 'Seal style', 'Paste papers', 'Specimens', 'Massachusetts', 'England, fiction']",8303480.0,1910,1000
The Scarlet Pimpernel,"Emmuska Orczy, Baroness Orczy",4.0,The Scarlet Pimpernel (1905) is a play and adventure novel by Baroness Emmuska Orczy set during the Reign of Terror following the start of the French Revolution.,Classic Literature,"['Classic Literature', 'Juvenile fiction', 'British', 'Fiction', 'English language', 'Historical Fiction', 'Refugees', 'Nobility', 'History', 'France, fiction', ""Children's fiction"", 'Adventure fiction', 'France', '1789-1799, Revolution', 'Fiction, historical', 'England, fiction', 'Fiction, general', 'Adventure', 'Childrens fiction', 'Romans, nouvelles', 'Histoire', 'Britanniques', 'Readers']",479102.0,1900,591
To the Lighthouse,Virginia Woolf,4.0,"This novel is an extraordinarily poignant evocation of a lost happiness that lives on in the memory. For years now the Ramsays have spent every summer in their holiday home in Scotland, and they expect these summers will go on forever.In this, her most autobiographical novel, Virginia Woolf captures the intensity of childhood longing and delight, and the shifting complexity of adult relationships. From an acute awareness of transcience, she creates an enduring work of art.",Fiction,"['Fiction', 'Married people', 'Death', 'Mothers', 'Summer resorts', 'Loss (Psychology)', 'English', 'Lighthouses', 'Widowers', 'Marriage', 'Manuscripts', 'Translations', 'Technique', 'Textual Criticism', 'Facsimiles', 'Literature', 'Psychological fiction', 'English fiction', 'Domestic fiction', 'Vacation homes', 'England, fiction', 'Scotland, fiction', 'Fiction, psychological', 'Widowers, fiction', 'Gewohnheit', 'Änderung', 'Sommerfrische', 'Großfamilie', 'English literature', 'Fiction, general', 'British', 'Romans, nouvelles', 'Roman anglais', 'Perte (Psychologie)', ""Stations d'été"", 'Couples mariés', 'Phares', 'Veufs', 'Roman familial', 'Classic Literature', 'Britanniques', 'English--scotland--fiction', 'Loss (psychology)--fiction', 'Mothers--death', 'Mothers--death--fiction', 'Summer resorts--fiction', 'Married people--fiction', 'Lighthouses--fiction', 'Widowers--fiction', 'English fiction--scotland', '823/.912', '929/.343', '823.912 f', 'Cowboys', 'Ranch life', 'Western stories']",8231846.0,1927,521
The Railway Children,Edith Nesbit,4.0,"When Father mysteriously goes away, the children and their mother leave their happy life in London to go and live in a small cottage in the country. 'The Three Chimneys' lies beside a railway track - a constant source of enjoyment to all three. They make friends with the Station Master and Perks the Porter, as well as the jovial 'Old Gentleman' who waves to them everyday from the train. But the mystery remains: where is Father, and will he ever return?",Children's stories,"[""Children's stories"", 'Classic Literature', 'Country life', 'Family', 'Family life', 'Fiction', 'History', 'Juvenile Literature', 'Juvenile fiction', 'Railroads', 'Trains', 'Families', 'Fatherless families', ""Children's fiction"", 'England, fiction', 'Railroads, fiction', 'English language', 'Pictorial works', 'Problems, exercises', 'Reading comprehension', 'Readers (Adult)', 'Railroad stories', 'Drama', 'Historical drama', 'English literature', 'Siblings', 'Classic fiction', 'Classics', 'Sale Books', 'Fiction, general', 'Siblings, fiction', ""Children's literature"", 'Familles']",13241123.0,1900,976
Little Women,Louisa May Alcott,4.0,"Louisa May Alcotts classic novel, set during the Civil War, has always captivated even the most reluctant readers. Little girls, especially, love following the adventures of the four March sisters--Meg, Beth, Amy, and most of all, the tomboy Jo--as they experience the joys and disappointments, tragedies and triumphs, of growing up. This simpler version captures all the charm and warmth of the original.",Romans,"['Romans', 'Jeunes filles', 'Soeurs', 'Sisters', 'Young women', 'Fiction', 'Fiction, women', 'Family life', 'Families', 'Juvenile fiction', 'Domestic fiction', 'Bildungsromans', 'Historical fiction', ""Children's fiction"", 'Sisters, fiction', 'History', 'Dictionaries', 'English language', 'Spanish', 'Familias', 'Hermanas', 'Ficción', 'Young men', 'Family, fiction', 'Family', 'Fiction, general', 'Coloring books', 'German', 'Literarne študije', 'Little women', 'Literature', 'collections', 'biographical', 'historical', 'general', ',', 'romance', 'Animals', 'Friendship', 'England', 'nouvelles', 'Louisa May)', 'Juvenile literature']",8775559.0,1848,1887
The Scarlet Letter,Nathaniel Hawthorne,4.0,"A stark and allegorical tale of adultery, guilt, and social repression in Puritan New England, The Scarlet Letter is a foundational work of American literature. Nathaniel Hawthorne's exploration of the dichotomy between the public and private self, internal passion and external convention, gives us the unforgettable Hester Prynne, who discovers strength in the face of ostracism and emerges as a heroine ahead of her time.",Fiction,"['Fiction', 'Puritans', 'History', 'Adultery', 'Illegitimate children', 'Clergy', 'Married women', 'Revenge', 'Women immigrants', 'American fiction', 'Women', 'Study guides', 'Examinations', 'Juvenile fiction', 'Vocabulary', 'Historical fiction', 'English language', 'Nathaniel Hawthorne', 'Littérature', 'Adultère', 'Femmes', 'Puritains', 'Romans, nouvelles', 'Interpersonal relations', 'Human relations', 'Mortal Sin', 'Illegitimacy', 'Women tailors', 'French', 'Psychological fiction', 'German', 'Spanish', 'American literature', 'Non-Classifiable', ""Children's fiction"", 'Massachusetts, fiction', 'Fiction, historical', 'Clergy, fiction', 'Fiction, psychological', 'Fiction, general', 'Reading comprehension', 'Problems, exercises', 'Readers (Adult)', 'Foreign speakers', 'Readers', 'Puritanos', 'Novela', 'Mujeres', 'Adulterio', 'Frau', 'Ehebruch', 'Puritans, fiction', 'Adulteresses', 'Histoire', 'Enfants naturels', 'Immigrantes', 'Femmes mariées', 'Vengeance', 'Clergé', 'Classics', 'Literary', 'Economic policy', 'Economic aspects', 'General', 'Dictionaries']",5654516.0,1850,608
Wind in the Willows,Kenneth Grahame,4.0,"The adventures of four amiable animals, Rat, Toad, Mole and Badger, along a river in the English countryside.",Children's fiction,"[""Children's fiction"", 'Animals, fiction', 'Friendship, fiction', 'England, fiction', 'Fiction', 'Animals', 'Friendship', 'Juvenile fiction', 'Country life', 'River life', 'Specimens', 'Christmas', 'Folklore', 'Pictorial works', 'Stories', 'Juvenile literature', 'Fairy tales', 'Mythical Animals', 'Fantastic fiction', 'Children: Kindergarten', 'Fantasy', 'Home', 'Hospitality', ""Children's stories"", 'Toads', 'Moles', 'Rats', 'Badgers', 'Fantasy fiction', 'Winds, fiction', 'Moles (Animals)', 'Rivers', 'Landscapes', 'Disguise', 'Ethics', 'Obsessive-compulsive disorder', 'Self-destructive behavior', 'Otters', 'Escapes', 'Thieves', 'Weasels', 'Dwellings', 'Lost articles', 'Amitié', 'Crapauds', 'Taupes', 'Blaireaux', 'Voyages', 'Paysages', 'Déguisement', 'Morale', 'Névroses obsessionnelles', 'Comportement autodestructeur', 'Loutres', 'Évasions', 'Voleurs', 'Belettes', 'Habitations', 'Objets perdus', 'Rats, fiction', 'Rivers, fiction', 'Humorous stories', 'Picture books', 'Classic Literature', 'Nature stories', 'English literature', 'English drama', 'Juvenile works', 'Nature, fiction', 'Classics', 'Frogs, fiction', 'Animales', 'Novela', 'Novela juvenil', 'Ríos', 'Tong hua', 'General', 'Suo xie', 'English fiction', 'Wen xue', 'Roman anglais']",13335427.0,1908,1346
Lolita,Vladimir Nabokov,4.0,"Lolita is a 1955 novel written by Russian-American novelist Vladimir Nabokov. The novel is notable for its controversial subject: the protagonist and unreliable narrator, a middle-aged literature professor under the pseudonym Humbert Humbert, is obsessed with a 12-year-old girl, Dolores Haze, whom he sexually molests after he becomes her stepfather. ""Lolita"" is his private nickname for Dolores. The novel was originally written in English and first published in Paris in 1955 by Olympia Press. Later it was translated into Russian by Nabokov himself and published in New York City in 1967 by Phaedra Publishers.

----------
Also contained in:

 - [Собрание сочинений русского периода в пяти томах: Смех в темноте / Lolita](https://openlibrary.org/works/OL22529308W)
 - [Novels 1955-1962](https://openlibrary.org/works/OL20643775W/Novels_1955-1962)
 - [Works: Ada / Lolita](https://openlibrary.org/works/OL17687842W/Ada_Lolita)",erotic fiction,"['erotic fiction', 'romance fiction', 'fiction', 'love stories', 'novela', 'literary fiction', 'classic fiction', 'coming-of-age', 'Girls', 'Drama', 'Middle-aged men', 'Russian fiction', 'Stepfathers', 'Stepdaughters', 'Hombres', 'Relaciones hombre-mujer', 'Muchachas', 'Edad madura', 'Ficción', 'Pedophilia', 'Love', 'Teenage girls', 'Teenagers', 'Sexual behavior', 'Child molesters', 'collectionID:EanesChallenge', 'Murderers', 'Romans, nouvelles', 'Filles', 'Kommentar', 'Sex addiction', 'Abhängigkeit', 'Sexuelle Attraktion', 'Stieftochter', 'Stiefvater', 'collectionID:bannedbooks', 'Erotica', 'Literary collections', 'Middle-aged men--fiction', 'Girls--fiction', '813/.54', 'Sexual ethics', 'Pédophilie', 'Fétichisme (Psychanalyse)', 'Morale sexuelle']",12984540.0,1955,134
